# total density of states output by FHI-aims 
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS 
        -11.47173587          4.14285085
        -11.46273137          3.57154230
        -11.45372686          3.33207199
        -11.44472236          3.16038434
        -11.43571786          3.00837819
        -11.42671336          2.88368894
        -11.41770885          2.78507564
        -11.40870435          2.75200790
        -11.39969985          2.88626105
        -11.39069535          3.02303315
        -11.38169085          3.07391853
        -11.37268634          3.15447563
        -11.36368184          3.08866490
        -11.35467734          3.13901700
        -11.34567284          3.14427886
        -11.33666833          3.12296943
        -11.32766383          3.07814520
        -11.31865933          3.03247429
        -11.30965483          2.99227623
        -11.30065033          2.95053462
        -11.29164582          2.89080041
        -11.28264132          2.79647168
        -11.27363682          2.70839767
        -11.26463232          2.72946314
        -11.25562781          2.68495401
        -11.24662331          2.63961882
        -11.23761881          2.61913510
        -11.22861431          2.48872005
        -11.21960980          2.44913011
        -11.21060530          2.42314544
        -11.20160080          2.40327764
        -11.19259630          2.38139100
        -11.18359180          2.35935955
        -11.17458729          2.33903017
        -11.16558279          2.32458395
        -11.15657829          2.31333309
        -11.14757379          2.30464884
        -11.13856928          2.29760549
        -11.12956478          2.29223762
        -11.12056028          2.28992663
        -11.11155578          2.29243176
        -11.10255128          2.29944441
        -11.09354677          2.31017290
        -11.08454227          2.32520569
        -11.07553777          2.35495031
        -11.06653327          2.38115128
        -11.05752876          2.41364638
        -11.04852426          2.45851619
        -11.03951976          2.50913900
        -11.03051526          2.55295964
        -11.02151076          2.63136696
        -11.01250625          2.68128455
        -11.00350175          2.65417627
        -10.99449725          2.63284198
        -10.98549275          2.60728744
        -10.97648824          2.55923472
        -10.96748374          2.55798334
        -10.95847924          2.56774135
        -10.94947474          2.59127141
        -10.94047024          2.62821555
        -10.93146573          2.67367679
        -10.92246123          2.73369862
        -10.91345673          2.74117149
        -10.90445223          2.70393106
        -10.89544772          2.72574908
        -10.88644322          2.75834691
        -10.87743872          2.79863512
        -10.86843422          2.84650365
        -10.85942971          2.90175629
        -10.85042521          2.97156328
        -10.84142071          3.03963312
        -10.83241621          3.12282896
        -10.82341171          3.21935516
        -10.81440720          3.32233032
        -10.80540270          3.45846893
        -10.79639820          3.58973143
        -10.78739370          3.61192257
        -10.77838919          3.51170562
        -10.76938469          3.37481760
        -10.76038019          3.25590925
        -10.75137569          3.16137649
        -10.74237119          3.06061407
        -10.73336668          2.96487762
        -10.72436218          2.88405465
        -10.71535768          2.81170370
        -10.70635318          2.75070814
        -10.69734867          2.70271442
        -10.68834417          2.66883995
        -10.67933967          2.64759121
        -10.67033517          2.63629137
        -10.66133067          2.63301400
        -10.65232616          2.64819300
        -10.64332166          2.66867309
        -10.63431716          2.69500516
        -10.62531266          2.73086921
        -10.61630815          2.77658045
        -10.60730365          2.85191729
        -10.59829915          2.99850135
        -10.58929465          2.97688230
        -10.58029015          3.21098899
        -10.57128564          3.36865026
        -10.56228114          3.42409562
        -10.55327664          3.54582824
        -10.54427214          3.77300512
        -10.53526763          3.68022293
        -10.52626313          3.45937570
        -10.51725863          3.29721276
        -10.50825413          3.18936987
        -10.49924962          3.17263490
        -10.49024512          3.19863489
        -10.48124062          3.24380467
        -10.47223612          3.29956404
        -10.46323162          3.32944552
        -10.45422711          3.34440663
        -10.44522261          3.30734527
        -10.43621811          3.28762556
        -10.42721361          3.17839934
        -10.41820910          3.21344315
        -10.40920460          3.17309069
        -10.40020010          3.20855587
        -10.39119560          3.15045933
        -10.38219110          3.09100250
        -10.37318659          3.03599026
        -10.36418209          2.97680212
        -10.35517759          2.90978593
        -10.34617309          2.85451743
        -10.33716858          2.79797435
